"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"22430","Jamaal Westerman","Jamaal","Westerman","New York","NY","USA","2/21/1985","Rutgers",NA,NA,NA,NA,"DE","3-Jun",265,NA,NA,NA,NA,1920,1920,0,40.7127753,-74.0059728
"22431","Bob Westfall","Bob","Westfall","Detroit","MI","USA","5/5/1919","Michigan","Detroit Lions","1st","5th",1942,"FB-LB-TB","8-May",190,"10/23/1980","Adrian","MI",NA,1920,1920,0,42.331427,-83.0457538
"22433","Dick Westmoreland","Dick","Westmoreland","Charlotte","NC","USA","2/17/1941","North Carolina A&T",NA,NA,NA,NA,"DB","1-Jun",190,NA,NA,NA,NA,1920,1920,0,35.2270869,-80.8431267
"22434","Eric Westmoreland","Eric","Westmoreland","Jasper","TN","USA","3/11/1977","Tennessee","Jacksonville Jaguars","3rd","73rd",2001,"LB","Jun-00",230,NA,NA,NA,NA,1920,1920,0,38.3914418,-86.9311094
"22435","Jeff Weston","Jeff","Weston","Jersey City","NJ","USA","4/10/1956","Notre Dame","Miami Dolphins","9th","244th",1979,"T-DT","5-Jun",259,NA,NA,NA,NA,1920,1920,0,40.7177545,-74.0431435
"22436","Rhondy Weston","Rhondy","Weston","Belle Glade","FL","USA","6/7/1966","Florida","Dallas Cowboys","3rd","68th",1989,"DE","5-Jun",274,NA,NA,NA,NA,1920,1920,0,26.6845104,-80.6675577
"22437","Ryan Wetnight","Ryan","Wetnight","Fresno","CA","USA","11/5/1970","Stanford",NA,NA,NA,NA,"TE","2-Jun",235,NA,NA,NA,NA,1993,2000,7,36.7377981,-119.7871247
"22438","Bob Wetoska","Bob","Wetoska","Minneapolis","MN","USA","8/22/1937","Notre Dame","Washington Redskins","5th","49th",1959,"T-G-C","3-Jun",240,NA,NA,NA,NA,1993,2000,7,44.977753,-93.2650108
"22439","Chet Wetterlund","Chet","Wetterlund","Chicago","IL","USA","3/19/1918","Illinois Wesleyan","Chicago Cardinals","9th","74th",1942,"TB-DB","2-Jun",185,"9/5/1944","offshore","NJ",NA,1993,2000,7,41.8781136,-87.6297982
"22440","Max Wettstein","Max","Wettstein","Leesburg","FL","USA","7/3/1944","Florida St.",NA,NA,NA,NA,"TE","3-Jun",225,NA,NA,NA,NA,1993,2000,7,39.1156615,-77.5636015
"22441","Harlan Wetz","Harlan","Wetz","New Braunfels","TX","USA","9/15/1925","Texas","Chicago Bears","6th","45th",1947,"T","5-Jun",265,"11/14/1983","San Antonio","TX",NA,1993,2000,7,29.7030024,-98.1244531
"22442","Buzz Wetzel","Buzz","Wetzel","Roseville","OH","USA","11/7/1910","Ohio St.",NA,NA,NA,NA,"FB-LB","10-May",190,"10/15/1985","El Paso","TX",NA,1993,2000,7,38.7521235,-121.2880059
"22443","Marty Wetzel","Marty","Wetzel","New Orleans","LA","USA","1/29/1958","Tulane","New York Jets","10th","251st",1981,"LB","3-Jun",235,NA,NA,NA,NA,1993,2000,7,29.9510658,-90.0715323
"22444","Ron Wetzel","Ron","Wetzel","Pittsburgh","PA","USA","11/10/1960","Arizona St.","Kansas City Chiefs","4th","92nd",1983,"TE","5-Jun",242,NA,NA,NA,NA,1993,2000,7,40.4406248,-79.9958864
"22448","James Whalen","James","Whalen","Portland","OR","USA","12/11/1977","Kentucky","Tampa Bay Buccaneers","5th","157th",2000,"TE","2-Jun",244,NA,NA,NA,NA,1920,1924,4,45.5122308,-122.6587185
"22449","Jerry Whalen","Jerry","Whalen","Buffalo","NY","USA","4/23/1928","Canisius",NA,NA,NA,NA,"C-G","1-Jun",235,NA,NA,NA,NA,1920,1924,4,42.8864468,-78.8783689
"22450","Jim Whalen","Jim","Whalen","Cambridge","MA","USA","5/20/1943","Boston Col.","Boston Patriots","3rd","23rd",1965,"TE","2-Jun",210,"12/20/2012","Gloucester","MA",NA,1920,1924,4,52.205337,0.121817
"22452","Ben Whaley","Ben","Whaley","Richmond","VA","USA","10/14/1926","Virginia St.",NA,NA,NA,NA,"G","11-May",210,"11/4/2001","Richmond","VA",NA,1920,1924,4,37.5407246,-77.4360481
"22453","Tom Wham","Tom","Wham","Greenville","SC","USA","11/22/1924","Furman","Chicago Cardinals","5th","50th",1949,"DE-E","2-Jun",217,"12/25/2006","Greenville","SC",NA,1920,1924,4,34.8526176,-82.3940104
"22454","Hogan Wharton","Hogan","Wharton","Hood County","TX","USA","12/13/1935","Houston","San Francisco 49ers","11th","131st",1958,"G","2-Jun",250,"10/8/2008","Sugar Land","TX",NA,1920,1924,4,32.4296296,-97.8286368
"22455","Travelle Wharton","Travelle","Wharton","Greenville","SC","USA","5/19/1981","South Carolina","Carolina Panthers","3rd","94th",2004,"T-G","4-Jun",312,NA,NA,NA,NA,1920,1924,4,34.8526176,-82.3940104
"22456","Jim Whatley","Jim","Whatley","Tuscaloosa","AL","USA","3/11/1913","Alabama",NA,NA,NA,NA,"T-DE-E","5-Jun",223,"5/31/2001","Athens","GA",NA,1920,1924,4,33.2098407,-87.5691735
"22457","Warren Wheat","Warren","Wheat","Phoenix","AZ","USA","5/13/1967","BYU","Los Angeles Rams","8th","215th",1989,"G","6-Jun",274,NA,NA,NA,NA,1989,1991,2,33.4483771,-112.0740373
"22458","Austin Wheatley","Austin","Wheatley","Milan","IL","USA","11/16/1977","Iowa","New Orleans Saints","5th","158th",2000,"TE","3-Jun",254,NA,NA,NA,NA,1989,1991,2,45.4642035,9.189982
"22459","Terrence Wheatley","Terrence","Wheatley","Walnut Creek","CA","USA","5/5/1985","Colorado","New England Patriots","2nd","62nd",2008,"DB","10-May",187,NA,NA,NA,NA,1989,1991,2,37.9100783,-122.0651819
"22460","Tyrone Wheatley","Tyrone","Wheatley","Inkster","MI","USA","1/19/1972","Michigan","New York Giants","1st","17th",1995,"RB","Jun-00",235,NA,NA,NA,NA,1989,1991,2,42.2942045,-83.3099303
"22461","Kenny Wheaton","Kenny","Wheaton","Phoenix","AZ","USA","3/8/1975","Oregon","Dallas Cowboys","3rd","94th",1997,"DB","10-May",195,NA,NA,NA,NA,1989,1991,2,33.4483771,-112.0740373
"22464","Damen Wheeler","Damen","Wheeler","Sacramento","CA","USA","9/3/1977","Colorado","San Diego Chargers","6th","203rd",2000,"DB","9-May",170,NA,NA,NA,NA,1989,1991,2,38.5815719,-121.4943996
"22465","Dwight Wheeler","Dwight","Wheeler","Memphis","TN","USA","1/13/1955","Tennessee St.","New England Patriots","4th","102nd",1978,"T-C-G","3-Jun",269,NA,NA,NA,NA,1989,1991,2,35.1495343,-90.0489801
"22466","Ernie Wheeler","Ernie","Wheeler","Fargo","ND","USA","1/28/1915","North Dakota St.","Pittsburgh Pirates","5th","32nd",1939,"DB-TB","1-Jun",190,"6/18/1982","Detroit Lakes","MN",NA,1989,1991,2,46.8771863,-96.7898034
"22467","Leonard Wheeler","Leonard","Wheeler","Toccoa","GA","USA","1/15/1969","Mississippi","Cincinnati Bengals","3rd","84th",1992,"DB","Jun-00",192,NA,NA,NA,NA,1989,1991,2,34.5773206,-83.3323851
"22468","Manch Wheeler","Manch","Wheeler","Augusta","ME","USA","3/2/1939","Maine",NA,NA,NA,NA,"QB","1-Jun",190,NA,NA,NA,NA,1989,1991,2,33.4734978,-82.0105148
"22469","Mark Wheeler","Mark","Wheeler","San Marcos","TX","USA","4/1/1970","Texas A&M","Tampa Bay Buccaneers","3rd","59th",1992,"DT-NT","3-Jun",285,NA,NA,NA,NA,1989,1991,2,29.8832749,-97.9413941
"22470","Mark W. Wheeler","Mark","W.","Indianapolis","IN","USA","6/15/1964","Kentucky",NA,NA,NA,NA,"TE","2-Jun",232,NA,NA,NA,NA,1989,1991,2,39.768403,-86.158068
"22471","Philip Wheeler","Philip","Wheeler","Columbus","GA","USA","12/12/1984","Georgia Tech","Indianapolis Colts","3rd","93rd",2008,"LB","2-Jun",245,NA,NA,NA,NA,1989,1991,2,39.9611755,-82.9987942
"22472","Ron Wheeler","Ron","Wheeler","Oakland","CA","USA","9/5/1958","Washington",NA,NA,NA,NA,"TE","5-Jun",235,NA,NA,NA,NA,1989,1991,2,37.8043637,-122.2711137
"22473","Ted Wheeler","Ted","Wheeler","Detroit","MI","USA","9/16/1945","West Texas A&M","St. Louis Cardinals","9th","227th",1967,"G-TE","3-Jun",245,NA,NA,NA,NA,1989,1991,2,42.331427,-83.0457538
"22474","Wayne Wheeler","Wayne","Wheeler","Orlando","FL","USA","3/28/1950","Alabama","Chicago Bears","3rd","54th",1974,"WR","2-Jun",185,NA,NA,NA,NA,1989,1991,2,28.5383355,-81.3792365
"22475","Ernie Wheelwright","Ernie","Wheelwright","Columbus","OH","USA","11/28/1939","Southern Illinois",NA,NA,NA,NA,"RB","3-Jun",235,"5/1/2001","Las Vegas","NV",NA,1989,1991,2,39.9611755,-82.9987942
"22476","Ernie Wheelwright","Ernie","Wheelwright","Columbus","OH","USA","7/10/1984","Minnesota",NA,NA,NA,NA,"WR","5-Jun",215,NA,NA,NA,NA,1989,1991,2,39.9611755,-82.9987942
"22477","Tom Whelan","Tom","Whelan","Lynn","MA","USA","1894-01-03","Notre Dame",NA,NA,NA,NA,"E-C-G","10-May",180,"6/26/1957","Boston","MA",NA,1989,1991,2,42.466763,-70.9494938
"22478","Tommy Whelan","Tommy","Whelan","New York","NY","USA","3/4/1911","Catholic",NA,NA,NA,NA,"TB-DB","8-May",165,NA,NA,NA,NA,1989,1991,2,40.7127753,-74.0059728
"22479","Craig Whelihan","Craig","Whelihan","Santa Clara","CA","USA","4/15/1971","Oregon St.","San Diego Chargers","6th","197th",1995,"QB","5-Jun",220,NA,NA,NA,NA,1989,1991,2,37.3541079,-121.9552356
"22480","Larry Whigham","Larry","Whigham","Hattiesburg","MS","USA","6/23/1972","La-Monroe","Seattle Seahawks","4th","110th",1994,"DB","2-Jun",205,NA,NA,NA,NA,1994,2002,8,31.3271189,-89.2903392
"22481","Guy Whimper","Guy","Whimper","Honolulu","HI","USA","5/21/1983","East Carolina","New York Giants","4th","129th",2006,"T","5-Jun",278,NA,NA,NA,NA,1994,2002,8,21.3069444,-157.8583333
"22482","Ray Whipple","Ray","Whipple","Elgin","IL","USA","1893-11-14","Notre Dame",NA,NA,NA,NA,"E","9-May",170,NA,NA,NA,NA,1994,2002,8,42.0354084,-88.2825668
"22483","Jodie Whire","Jodie","Whire","Albany","GA","USA","6/11/1910","Georgia",NA,NA,NA,NA,"FB-LB","1-Jun",185,"2/9/1983","Albany","GA",NA,1994,2002,8,42.6525793,-73.7562317
"22484","Ken Whisenhunt","Ken","Whisenhunt","Atlanta","GA","USA","2/28/1962","Georgia Tech","Atlanta Falcons","12th","313th",1985,"TE","3-Jun",237,NA,NA,NA,NA,1994,2002,8,33.7489954,-84.3879824
"22485","Bill Whitaker","Bill","Whitaker","Kansas City","MO","USA","11/18/1959","Missouri","Green Bay Packers","7th","172nd",1981,"DB","Jun-00",182,NA,NA,NA,NA,1994,2002,8,39.0997265,-94.5785667
"22486","Creston Whitaker","Creston","Whitaker","Quincy","IL","USA","8/12/1947","North Texas",NA,NA,NA,NA,"WR","2-Jun",187,NA,NA,NA,NA,1994,2002,8,42.2528772,-71.0022705
"22487","Danta Whitaker","Danta","Whitaker","Atlanta","GA","USA","3/14/1964","Miss. Valley St.","New York Giants","7th","186th",1988,"TE","4-Jun",252,NA,NA,NA,NA,1994,2002,8,33.7489954,-84.3879824
"22488","Ronyell Whitaker","Ronyell","Whitaker","Norfolk","VA","USA","3/19/1979","Virginia Tech",NA,NA,NA,NA,"DB","9-May",196,NA,NA,NA,NA,1994,2002,8,36.8507689,-76.2858726
"22490","Adrian White","Adrian","White","Orange Park","FL","USA","4/6/1964","Southern Illinois","New York Giants","2nd","55th",1987,"DB","Jun-00",200,NA,NA,NA,NA,1994,2002,8,30.1660736,-81.706484
"22491","Alberto White","Alberto","White","Miami","FL","USA","4/8/1971","Texas Southern","Los Angeles Raiders","10th","268th",1992,"DE","3-Jun",260,NA,NA,NA,NA,1994,2002,8,25.7616798,-80.1917902
"22492","Allie White","Allie","White","Crosby","TX","USA","3/23/1915","TCU","Philadelphia Eagles","13th","114th",1939,"G-T","11-May",212,"10/21/1996","Fort Worth","TX",NA,1994,2002,8,36.1731617,-95.9453106
"22493","Andre White","Andre","White","Winter Park","FL","USA","10/7/1944","Florida A&M","Washington Redskins","19th","281st",1966,"TE","3-Jun",225,NA,NA,NA,NA,1994,2002,8,39.8916537,-105.7630624
"22494","Blair White","Blair","White","Saginaw","MI","USA","2/20/1987","Michigan St.",NA,NA,NA,NA,"WR","2-Jun",205,NA,NA,NA,NA,1994,2002,8,43.4194699,-83.9508068
"22495","Bob White","Bob","White","Los Angeles","CA","USA","5/25/1929","Stanford","San Francisco 49ers","16th","184th",1951,"HB","11-May",176,"3/5/2011","Southlake","TX",NA,1994,2002,8,34.0522342,-118.2436849
"22496","Bob White","Bob","White","Fitchburg","MA","USA","4/9/1963","Rhode Island","New York Jets","7th","189th",1986,"C-G","5-Jun",272,NA,NA,NA,NA,1994,2002,8,42.5834228,-71.8022955
"22497","Bob L. White","Bob","L.","Portsmouth","OH","USA","8/22/1938","Ohio St.","Cleveland Browns","8th","91st",1960,"FB","2-Jun",220,NA,NA,NA,NA,1994,2002,8,43.0717552,-70.7625532
"22498","Brad White","Brad","White","Rexburg","ID","USA","8/18/1958","Tennessee","Tampa Bay Buccaneers","12th","310th",1981,"NT-DT","2-Jun",256,NA,NA,NA,NA,1994,2002,8,43.8231096,-111.7924237
"22499","Buck White","Buck","White","Brownwood","TX","USA","2/28/1900","Howard Payne",NA,NA,NA,NA,"FB","Jun-00",195,"5/15/1993","San Antonio","TX",NA,1994,2002,8,31.7093197,-98.9911611
"22501","Charles White","Charles","White","Los Angeles","CA","USA","1/22/1958","USC","Cleveland Browns","1st","27th",1980,"RB","10-May",190,NA,NA,NA,NA,1994,2002,8,34.0522342,-118.2436849
"22502","Charlie White","Charlie","White","Suffern","NY","USA","8/31/1953","Bethune-Cookman","New York Jets","7th","168th",1977,"RB","Jun-00",222,NA,NA,NA,NA,1994,2002,8,41.1148179,-74.1495889
"22503","Chris White","Chris","White","Cleveland","OH","USA","3/1/1962","Tennessee",NA,NA,NA,NA,"DB","3-Jun",200,NA,NA,NA,NA,1994,2002,8,41.49932,-81.6943605
"22504","Chris White","Chris","White","Shreveport","LA","USA","9/28/1976","UNLV","Jacksonville Jaguars","7th","246th",1999,"DE","3-Jun",285,NA,NA,NA,NA,1994,2002,8,32.5251516,-93.7501789
"22506","Chris L. White","Chris","L.","Winona","MS","USA","2/28/1983","Southern Miss",NA,NA,NA,NA,"C","2-Jun",285,NA,NA,NA,NA,1994,2002,8,44.0553908,-91.6663523
"22507","Clayton White","Clayton","White","Dunn","NC","USA","12/2/1977","North Carolina St.",NA,NA,NA,NA,"LB","11-May",225,NA,NA,NA,NA,1994,2002,8,35.3062743,-78.6089028
"22510","Craig White","Craig","White","St. Joseph","MO","USA","10/8/1961","Missouri","Buffalo Bills","11th","299th",1984,"WR","1-Jun",194,NA,NA,NA,NA,1994,2002,8,37.6661494,-97.2931006
"22511","Danny White","Danny","White","Mesa","AZ","USA","2/9/1952","Arizona St.","Dallas Cowboys","3rd","53rd",1974,"QB-P","2-Jun",193,NA,NA,NA,NA,1994,2002,8,33.4151843,-111.8314724
"22512","Daryl White","Daryl","White","Newark","NJ","USA","10/12/1951","Nebraska","Cincinnati Bengals","4th","98th",1974,"G","3-Jun",250,NA,NA,NA,NA,1994,2002,8,40.735657,-74.1723667
"22513","David White","David","White","Oak Ridge","TN","USA","2/27/1970","Nebraska",NA,NA,NA,NA,"LB","2-Jun",235,NA,NA,NA,NA,1994,2002,8,36.0103561,-84.2696449
"22514","Dewayne White","Dewayne","White","Marbury","AL","USA","10/19/1979","Louisville","Tampa Bay Buccaneers","2nd","64th",2003,"DE","2-Jun",273,NA,NA,NA,NA,1994,2002,8,38.5753971,-77.1555343
"22515","Dez White","Dez","White","Orange Park","PA","USA","8/23/1979","Georgia Tech","Chicago Bears","3rd","69th",2000,"WR","1-Jun",215,NA,NA,NA,NA,1994,2002,8,30.1660736,-81.706484
"22516","Dwayne White","Dwayne","White","Philadelphia","PA","USA","2/10/1967","Alcorn St.","New York Jets","7th","167th",1990,"G-C","2-Jun",315,NA,NA,NA,NA,1994,2002,8,39.9525839,-75.1652215
"22517","Dwight White","Dwight","White","Hampton","VA","USA","7/30/1949","Texas A&M-Commerce","Pittsburgh Steelers","4th","104th",1971,"DE","4-Jun",255,"6/6/2008","Pittsburgh","PA",NA,1994,2002,8,37.0891604,-95.7131979
"22518","Ed White","Ed","White","San Diego","CA","USA","4/4/1947","California","Minnesota Vikings","2nd","39th",1969,"G-T","1-Jun",269,NA,NA,NA,NA,1994,2002,8,32.715738,-117.1610838
"22521","Gene White","Gene","White","South Bend","IN","USA","8/3/1919","Indiana",NA,NA,NA,NA,"G","2-Jun",205,"4/24/1989","South Bend","IN",NA,1994,2002,8,41.6763545,-86.2519898
"22522","Gene White","Gene","White","Greensboro","NC","USA","6/21/1932","Georgia",NA,NA,NA,NA,"DB","2-Jun",205,NA,NA,NA,NA,1994,2002,8,36.0726354,-79.7919754
"22524","Gerald White","Gerald","White","Titusville","FL","USA","12/9/1964","Michigan",NA,NA,NA,NA,"RB","11-May",223,NA,NA,NA,NA,1994,2002,8,28.6122187,-80.8075537
"22526","Jamel White","Jamel","White","Los Angeles","CA","USA","2/11/1978","South Dakota",NA,NA,NA,NA,"RB","9-May",222,NA,NA,NA,NA,1994,2002,8,34.0522342,-118.2436849
"22527","James White","James","White","Hot Springs","AR","USA","10/26/1953","Oklahoma St.","Minnesota Vikings","1st","25th",1976,"DT-NT","3-Jun",265,NA,NA,NA,NA,1994,2002,8,34.5037004,-93.0551795
"22528","Jan White","Jan","White","Harrisburg","PA","USA","10/6/1948","Ohio St.","Buffalo Bills","2nd","29th",1971,"TE","2-Jun",216,NA,NA,NA,NA,1994,2002,8,40.2731911,-76.8867008
"22529","Jeff White","Jeff","White","Bronxville","NY","USA","6/10/1948","Texas-El Paso",NA,NA,NA,NA,"K-P","10-May",170,NA,NA,NA,NA,1994,2002,8,40.9381544,-73.8320784
"22530","Jeris White","Jeris","White","Fort Worth","TX","USA","9/3/1952","Hawaii","Miami Dolphins","2nd","52nd",1974,"DB","9-May",188,NA,NA,NA,NA,1994,2002,8,32.7554883,-97.3307658
"22531","Jim White","Jim","White","Edgewater","NJ","USA","2/8/1920","Notre Dame",NA,NA,NA,NA,"T-DT","2-Jun",227,NA,NA,NA,NA,1994,2002,8,43.0792634,-89.3898652
"22532","Jim White","Jim","White","Chicago","IL","USA","9/5/1948","Colorado St.","New England Patriots","3rd","73rd",1972,"DE","4-Jun",256,NA,NA,NA,NA,1994,2002,8,41.8781136,-87.6297982
"22536","Jose White","Jose","White","Washington","SC","USA","3/2/1973","Howard","Minnesota Vikings","7th","232nd",1995,"DT","3-Jun",290,NA,NA,NA,NA,1994,2002,8,47.7510741,-120.7401385
"22537","Lawrence White","Lawrence","White","Tuscaloosa","AL","USA","6/3/1963","Dana",NA,NA,NA,NA,"WR","2-Jun",187,NA,NA,NA,NA,1994,2002,8,33.2098407,-87.5691735
"22538","Lee White","Lee","White","Las Vegas","NV","USA","5/9/1946","Weber St.","New York Jets","1st","17th",1968,"RB","2-Jun",232,NA,NA,NA,NA,1994,2002,8,36.1699412,-115.1398296
"22539","LenDale White","LenDale","White","Denver","CO","USA","12/20/1984","USC","Tennessee Titans","2nd","45th",2006,"RB","2-Jun",240,NA,NA,NA,NA,1994,2002,8,39.7392358,-104.990251
"22540","Leon White","Leon","White","San Diego","CA","USA","10/4/1963","BYU","Cincinnati Bengals","5th","123rd",1986,"LB","3-Jun",240,NA,NA,NA,NA,1994,2002,8,32.715738,-117.1610838
"22541","Lorenzo White","Lorenzo","White","Hollywood","FL","USA","4/12/1966","Michigan St.","Houston Oilers","1st","22nd",1988,"RB","11-May",222,NA,NA,NA,NA,1994,2002,8,34.0928092,-118.3286614
"22542","Lyman White","Lyman","White","Lafayette","LA","USA","1/3/1959","LSU","Atlanta Falcons","2nd","54th",1981,"LB","Jun-00",217,NA,NA,NA,NA,1994,2002,8,30.2240897,-92.0198427
"22543","Mac White","Mac","White","Hillsboro","OH","USA","1890-02-22","Marietta",NA,NA,NA,NA,"E-WB","Jun-00",178,"12/31/1973","Chillicothe","OH",NA,1994,2002,8,45.5200114,-122.9365835
"22545","Marsh White","Marsh","White","Bonham","TX","USA","4/1/1953","Arkansas","New York Giants","12th","287th",1975,"RB","2-Jun",220,NA,NA,NA,NA,1994,2002,8,33.5773275,-96.1783111
"22546","Marvin White","Marvin","White","Port Barre","LA","USA","12/5/1983","TCU","Cincinnati Bengals","4th","114th",2007,"DB","1-Jun",199,NA,NA,NA,NA,1994,2002,8,30.5601953,-91.9540054
"22548","Mike White","Mike","White","Augusta","GA","USA","8/11/1957","Albany State (GA)","Cincinnati Bengals","4th","84th",1979,"DT-DE-NT","5-Jun",266,NA,NA,NA,NA,1994,2002,8,33.4734978,-82.0105148
"22550","Pat White","Pat","White","Mobile","AL","USA","2/25/1986","West Virginia","Miami Dolphins","2nd","44th",2009,"WR","Jun-00",190,NA,NA,NA,NA,1994,2002,8,37.047544,-95.638411
"22552","Paul White","Paul","White","San Antonio","TX","USA","9/17/1948","Texas-El Paso","St. Louis Cardinals","9th","214th",1970,"RB","Jun-00",200,"6/23/2001","San Antonio","TX",NA,1994,2002,8,29.4241219,-98.4936282
"22553","Phil White","Phil","White","Enid","OK","USA","5/17/1900","Oklahoma",NA,NA,NA,NA,"B","2-Jun",210,"5/29/1982","Oklahoma State","OK",NA,1994,2002,8,36.3955891,-97.8783911
"22555","Randy White","Randy","White","Pittsburgh","PA","USA","1/15/1953","Maryland","Dallas Cowboys","1st","2nd",1975,"DT-LB-DE","4-Jun",257,NA,NA,NA,NA,1994,2002,8,40.4406248,-79.9958864
"22556","Ray White","Ray","White","Weymouth","MA","USA","5/18/1949","Syracuse","San Diego Chargers","5th","117th",1971,"LB","1-Jun",227,NA,NA,NA,NA,1994,2002,8,42.2180724,-70.9410356
"22557","Reggie White","Reggie","White","Chattanooga","TN","USA","12/19/1961","Tennessee","Philadelphia Eagles","1st","4th",1984,"DE-DT","5-Jun",291,"12/26/2004","Huntersville","NC",NA,1994,2002,8,35.0456297,-85.3096801
"22558","Reggie White","Reggie","White","Houston","TX","USA","7/11/1979","Oklahoma St.",NA,NA,NA,NA,"RB",NA,NA,NA,NA,NA,NA,1994,2002,8,29.7604267,-95.3698028
"22559","Reggie E. White","Reggie","E.","Baltimore","MD","USA","3/22/1970","Oklahoma St.","San Diego Chargers","6th","147th",1992,"NT-DT","4-Jun",296,NA,NA,NA,NA,1994,2002,8,39.2903848,-76.6121893
"22560","Robb White","Robb","White","Aberdeen","SD","USA","5/26/1965","South Dakota",NA,NA,NA,NA,"DE-NT","4-Jun",270,NA,NA,NA,NA,1994,2002,8,57.149717,-2.094278
"22562","Roddy White","Roddy","White","James Island","SC","USA","11/2/1981","Ala-Birmingham","Atlanta Falcons","1st","27th",2005,"WR","1-Jun",201,NA,NA,NA,NA,1994,2002,8,32.7534721,-79.9528451
"22563","Russell White","Russell","White","Pacoima","CA","USA","12/15/1970","California","Los Angeles Rams","3rd","73rd",1993,"RB","11-May",216,NA,NA,NA,NA,1994,2002,8,34.2767691,-118.4104684
"22564","Sammy White","Sammy","White","Winnsboro","LA","USA","3/16/1954","Grambling St.","Minnesota Vikings","2nd","54th",1976,"WR","11-May",190,NA,NA,NA,NA,1994,2002,8,34.3807012,-81.0864776
"22565","Sheldon White","Sheldon","White","Dayton","OH","USA","3/1/1965","Miami (OH)","New York Giants","3rd","62nd",1988,"DB","11-May",188,NA,NA,NA,NA,1994,2002,8,39.7589478,-84.1916069
"22566","Sherman White","Sherman","White","Manchester","NH","USA","10/6/1948","California","Cincinnati Bengals","1st","2nd",1972,"DE","5-Jun",250,NA,NA,NA,NA,1994,2002,8,53.4807593,-2.2426305
"22567","Stan White","Stan","White","Dover","OH","USA","10/24/1949","Ohio St.","Baltimore Colts","17th","438th",1972,"LB","1-Jun",225,NA,NA,NA,NA,1994,2002,8,51.1278758,1.3134027
"22568","Steve White","Steve","White","Memphis","TN","USA","10/25/1973","Tennessee","Philadelphia Eagles","6th","194th",1996,"DE","2-Jun",270,NA,NA,NA,NA,1994,2002,8,35.1495343,-90.0489801
"22569","Stylez G. White","Stylez","G.","Newark","NJ","USA","7/25/1979","Minnesota","Houston Texans","7th","229th",2002,"DE","3-Jun",268,NA,NA,NA,NA,1994,2002,8,40.735657,-74.1723667
"22570","Tarzan White","Tarzan","White","Lockhart","AL","USA","12/6/1915","Alabama","New York Giants","2nd","14th",1937,"G","9-May",217,"1/23/1996","Gaylesville","AL",NA,1994,2002,8,29.8849441,-97.6699996
"22571","Tracy White","Tracy","White","Charleston","SC","USA","4/14/1981","Howard",NA,NA,NA,NA,"LB","Jun-00",230,NA,NA,NA,NA,1994,2002,8,32.7764749,-79.9310512
"22572","Walter White","Walter","White","Charlottesville","VA","USA","7/19/1951","Maryland","Pittsburgh Steelers","3rd","78th",1975,"TE","3-Jun",216,NA,NA,NA,NA,1994,2002,8,38.0293059,-78.4766781
"22573","Whizzer White","Whizzer","White","Fort Collins","CO","USA","6/8/1917","Colorado","Pittsburgh Pirates","1st","4th",1938,"TB-HB","1-Jun",187,"4/15/2002","Denver","CO",NA,1994,2002,8,40.5852602,-105.084423
"22574","Wilbur White","Wilbur","White","Seibert","CO","USA","4/30/1912","Colorado St.",NA,NA,NA,NA,"B","Jun-00",167,NA,NA,NA,NA,1994,2002,8,37.09024,-95.712891
"22575","Wilford White","Wilford","White","Mesa","AZ","USA","9/26/1928","Arizona St.","Chicago Bears","3rd","36th",1951,"HB","9-May",172,NA,NA,NA,NA,1994,2002,8,33.4151843,-111.8314724
"22576","William White","William","White","Lima","OH","USA","2/19/1966","Ohio St.","Detroit Lions","4th","85th",1988,"DB","10-May",199,NA,NA,NA,NA,1994,2002,8,-12.0463731,-77.042754
"22577","Marv Whited","Marv","Whited","Crowell","TX","USA","7/26/1918","Oklahoma","Washington Redskins","15th","136th",1942,"G-BB","10-May",208,NA,NA,NA,NA,1994,2002,8,33.983973,-99.7248158
"22578","Mike Whited","Mike","Whited","Chico","CA","USA","3/30/1958","Pacific",NA,NA,NA,NA,"T","4-Jun",250,NA,NA,NA,NA,1994,2002,8,39.729575,-121.8473287
"22579","Bud Whitehead","Bud","Whitehead","Marianna","FL","USA","1/1/1939","Florida St.","San Diego Chargers","16th","127th",1961,"DB","Jun-00",185,NA,NA,NA,NA,1994,2002,8,30.7743596,-85.2268735
"22583","Willie Whitehead","Willie","Whitehead","Tuskegee","AL","USA","1/26/1973","Auburn",NA,NA,NA,NA,"DE-DT","3-Jun",300,NA,NA,NA,NA,1994,2002,8,32.430237,-85.7077266
"22584","Charlie Whitehurst","Charlie","Whitehurst","Green Bay","WI","USA","8/6/1982","Clemson","San Diego Chargers","3rd","81st",2006,"QB","4-Jun",220,NA,NA,NA,NA,1994,2002,8,44.5133188,-88.0132958
"22585","David Whitehurst","David","Whitehurst","Baumhaulder",NA,"Germany","4/27/1955","Furman","Green Bay Packers","8th","206th",1977,"QB","2-Jun",204,NA,NA,NA,NA,1994,2002,8,49.617846,7.329064
"22587","Keyon Whiteside","Keyon","Whiteside","Forest City","NC","USA","1/31/1980","Tennessee","Indianapolis Colts","5th","162nd",2003,"LB","Jun-00",229,NA,NA,NA,NA,1994,2002,8,41.8659877,-87.6238753
