"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"5847","James Eaddy","James","Eaddy","Queens","NY","USA","5/31/1963","C.W. Post",NA,NA,NA,NA,"NT","2-Jun",280,NA,NA,NA,NA,1987,1987,0,40.7282239,-73.7948516
"5848","Alex Eagle","Alex","Eagle","San Francisco","CA","USA","3/19/1913","Oregon",NA,NA,NA,NA,"T","2-Jun",220,NA,NA,NA,NA,1935,1935,0,37.7749295,-122.4194155
"5849","Larry Eaglin","Larry","Eaglin","Raywood","TX","USA","8/27/1948","S.F. Austin","Houston Oilers","11th","261st",1973,"DB","3-Jun",195,NA,NA,NA,NA,1935,1935,0,30.0418817,-94.6721418
"5850","Kay Eakin","Kay","Eakin","Atkins","AR","USA","8/3/1917","Arkansas","Pittsburgh Steelers","1st","3rd",1940,"HB","Jun-00",180,NA,NA,NA,NA,1940,1946,6,36.1166444,-95.8582311
"5851","Biren Ealy","Biren","Ealy","Clarksville","TN","USA","7/7/1984","Houston",NA,NA,NA,NA,"WR","3-Jun",207,NA,NA,NA,NA,2007,2009,2,36.5297706,-87.3594528
"5852","Ralph Earhart","Ralph","Earhart","Milburn","OK","USA","3/29/1923","Pittsburg St.","Green Bay Packers","32nd","296th",1948,"HB","10-May",165,NA,NA,NA,NA,1948,1949,1,39.0038904,-94.6730704
"5853","Glenn Earl","Glenn","Earl","Lisle","IL","USA","6/10/1981","Notre Dame","Houston Texans","4th","122nd",2004,"DB","1-Jun",215,NA,NA,NA,NA,1948,1949,1,41.801141,-88.0747875
"5854","Robin Earl","Robin","Earl","Boise","ID","USA","3/18/1955","Washington","Chicago Bears","3rd","61st",1977,"TE-RB","5-Jun",242,NA,NA,NA,NA,1948,1949,1,43.6150186,-116.2023137
"5855","Jim Earley","Jim","Earley","Dayton","OH","USA","1/23/1956","Michigan St.","New York Jets","7th","170th",1978,"RB","1-Jun",230,NA,NA,NA,NA,1948,1949,1,39.7589478,-84.1916069
"5856","Guy Early","Guy","Early","Wilmington","OH","USA","1892-10-31","Miami (OH)",NA,NA,NA,NA,"G-FB","3-Jun",210,NA,NA,NA,NA,1948,1949,1,34.2103894,-77.8868117
"5857","Quinn Early","Quinn","Early","West Hempstead","NY","USA","4/13/1965","Iowa","San Diego Chargers","3rd","60th",1988,"WR","Jun-00",190,NA,NA,NA,NA,1948,1949,1,40.7048242,-73.6501295
"5858","Blaine Earon","Blaine","Earon","Altoona","PA","USA","1/15/1927","Duke","Detroit Lions","19th","226th",1952,"DE","1-Jun",195,NA,NA,NA,NA,1948,1949,1,40.5186809,-78.3947359
"5859","Jug Earp","Jug","Earp","Monmouth","IL","USA","1897-07-22","Monmouth (IL)",NA,NA,NA,NA,"C-T-G","Jun-00",236,NA,NA,NA,NA,1948,1949,1,40.2804557,-74.0058114
"5860","Kenny Easley","Kenny","Easley","Chesapeake","VA","USA","1/15/1959","UCLA","Seattle Seahawks","1st","4th",1981,"DB","3-Jun",206,NA,NA,NA,NA,1981,1987,6,36.7682088,-76.2874927
"5862","Walt Easley","Walt","Easley","Charleston","WV","USA","9/8/1957","West Virginia",NA,NA,NA,NA,"RB","2-Jun",226,NA,NA,NA,NA,1981,1987,6,32.7764749,-79.9310512
"5863","Doug Easlick","Doug","Easlick","Mount Holly","NJ","USA","12/4/1980","Virginia Tech",NA,NA,NA,NA,"RB","11-May",243,NA,NA,NA,NA,1981,1987,6,35.2981943,-81.0159081
"5864","Ricky Easmon","Ricky","Easmon","Inverness","FL","USA","7/3/1963","Florida",NA,NA,NA,NA,"DB","10-May",158,NA,NA,NA,NA,1981,1987,6,57.477773,-4.224721
"5865","Bo Eason","Bo","Eason","Walnut Grove","CA","USA","3/10/1961","California-Davis","Houston Oilers","2nd","54th",1984,"DB","2-Jun",200,NA,NA,NA,NA,1981,1987,6,44.2230691,-95.4696578
"5866","John Eason","John","Eason","Ocala","FL","USA","7/30/1945","Florida A&M","Oakland Raiders","9th","244th",1968,"WR","2-Jun",220,NA,NA,NA,NA,1981,1987,6,29.1871986,-82.1400923
"5867","Nick Eason","Nick","Eason","Lyons","GA","USA","5/29/1980","Clemson","Denver Broncos","4th","114th",2003,"DT","3-Jun",301,NA,NA,NA,NA,1981,1987,6,40.2247075,-105.271378
"5868","Nijrell Eason","Nijrell","Eason","Long Beach","CA","USA","5/20/1979","Arizona St.",NA,NA,NA,NA,"DB","1-Jun",205,NA,NA,NA,NA,1981,1987,6,33.7700504,-118.1937395
"5869","Roger Eason","Roger","Eason","Pauls Valley","OK","USA","7/31/1918","Oklahoma","Cleveland Rams","3rd","17th",1942,"G","1-Jun",227,NA,NA,NA,NA,1981,1987,6,34.7400809,-97.2222451
"5870","Tony Eason","Tony","Eason","Blythe","CA","USA","10/8/1959","Illinois","New England Patriots","1st","15th",1983,"QB","4-Jun",212,NA,NA,NA,NA,1981,1987,6,33.6177725,-114.5882607
"5871","Ron East","Ron","East","Portland","OR","USA","8/26/1943","Montana St.",NA,NA,NA,NA,"DT-DE","4-Jun",250,NA,NA,NA,NA,1981,1987,6,45.5122308,-122.6587185
"5872","Ray Easterling","Ray","Easterling","Richmond","VA","USA","9/3/1949","Richmond","Atlanta Falcons","9th","223rd",1972,"DB","Jun-00",195,NA,NA,NA,NA,1981,1987,6,37.5407246,-77.4360481
"5873","Omar Easy","Omar","Easy","Spanish Town",NA,"Jamaica","10/29/1977","Penn St.","Kansas City Chiefs","4th","107th",2002,"FB","2-Jun",245,NA,NA,NA,NA,1981,1987,6,18.0193171,-76.9758274
"5874","Irv Eatman","Irv","Eatman","Birmingham","AL","USA","1/1/1961","UCLA","Kansas City Chiefs","8th","204th",1983,"T","7-Jun",293,NA,NA,NA,NA,1986,1996,10,33.5185892,-86.8103567
"5875","Chad Eaton","Chad","Eaton","Exeter","NH","USA","4/6/1972","Washington St.","Arizona Cardinals","7th","241st",1995,"DT-NT","5-Jun",303,NA,NA,NA,NA,1986,1996,10,50.718412,-3.533899
"5876","Lou Eaton","Lou","Eaton","Alameda County","CA","USA","1/11/1915","California",NA,NA,NA,NA,"T","2-Jun",215,NA,NA,NA,NA,1986,1996,10,37.6016892,-121.7195459
"5877","Scott Eaton","Scott","Eaton","Salem","OR","USA","8/20/1944","Oregon St.","New York Giants","8th","187th",1967,"DB","3-Jun",205,NA,NA,NA,NA,1986,1996,10,42.51954,-70.8967155
"5878","Tracey Eaton","Tracey","Eaton","Medford","OR","USA","7/19/1965","Portland St.","Houston Oilers","7th","187th",1988,"DB","1-Jun",195,NA,NA,NA,NA,1986,1996,10,42.3265152,-122.8755949
"5879","Vic Eaton","Vic","Eaton","Savannah","GA","USA","1/3/1933","Missouri","Pittsburgh Steelers","11th","126th",1955,"QB-DB","2-Jun",200,NA,NA,NA,NA,1986,1996,10,32.0808989,-81.091203
"5880","Harry Ebding","Harry","Ebding","Walla Walla","WA","USA","9/12/1906","St. Mary's (CA)",NA,NA,NA,NA,"E","11-May",199,NA,NA,NA,NA,1931,1937,6,46.0645809,-118.3430208
"5881","Rick Eber","Rick","Eber","Torrance","CA","USA","4/17/1945","Tulsa","Atlanta Falcons","6th","162nd",1968,"WR","Jun-00",185,NA,NA,NA,NA,1968,1970,2,33.8358492,-118.3406288
"5882","Jess Eberdt","Jess","Eberdt","Blytheville","AR","USA","4/17/1908","Alabama",NA,NA,NA,NA,"C","2-Jun",215,NA,NA,NA,NA,1968,1970,2,35.9272953,-89.9189753
"5883","Hal Ebersole","Hal","Ebersole","St. Louis","MO","USA","1899-09-24","Cornell",NA,NA,NA,NA,"G","3-Jun",190,NA,NA,NA,NA,1968,1970,2,38.6270025,-90.1994042
"5884","John Ebersole","John","Ebersole","Altoona","PA","USA","11/5/1948","Penn St.","New York Jets","4th","98th",1970,"LB","3-Jun",234,NA,NA,NA,NA,1968,1970,2,40.5186809,-78.3947359
"5886","Beanie Eberts","Beanie","Eberts","Columbus","OH","USA","5/21/1901","Catholic",NA,NA,NA,NA,"G-T-BB","11-May",198,NA,NA,NA,NA,1968,1970,2,39.9611755,-82.9987942
"5887","Ray Ebli","Ray","Ebli","Bessemer","MI","USA","10/6/1919","Notre Dame",NA,NA,NA,NA,"E","3-Jun",210,NA,NA,NA,NA,1942,1947,5,46.4813363,-90.0529504
"5890","Scott Eccles","Scott","Eccles","New Orleans","LA","USA","6/28/1963","East. New Mexico","Los Angeles Raiders","9th","238th",1987,"TE","5-Jun",240,NA,NA,NA,NA,1987,1987,0,29.9510658,-90.0715323
"5891","Adimchinobe Echemandu","Adimchinobe","Echemandu","Lagos",NA,"Nigeria","11/21/1980","California","Cleveland Browns","7th","208th",2004,"RB","10-May",225,NA,NA,NA,NA,2004,2007,3,6.5243793,3.3792057
"5892","Donnie Echols","Donnie","Echols","Dallas","TX","USA","12/16/1957","Oklahoma St.",NA,NA,NA,NA,"TE","4-Jun",240,NA,NA,NA,NA,2004,2007,3,32.7766642,-96.7969879
"5893","Fate Echols","Fate","Echols","Union Springs","AL","USA","6/29/1939","Northwestern","St. Louis Cardinals","1st","6th",1962,"T-DT","1-Jun",258,NA,NA,NA,NA,2004,2007,3,42.8397906,-76.6932818
"5894","Mike Echols","Mike","Echols","Youngstown","OH","USA","10/13/1978","Wisconsin","Tennessee Titans","4th","110th",2002,"DB","10-May",190,NA,NA,NA,NA,2004,2007,3,41.0997803,-80.6495194
"5895","Terry Echols","Terry","Echols","Mullens","WV","USA","1/10/1962","Marshall",NA,NA,NA,NA,"LB","Jun-00",220,NA,NA,NA,NA,2004,2007,3,41.8095517,-88.1158087
"5896","Keith Eck","Keith","Eck","Newport Beach","CA","USA","11/28/1955","UCLA",NA,NA,NA,NA,"C-G","5-Jun",255,NA,NA,NA,NA,1979,1979,0,33.6188829,-117.9298493
"5897","Gus Eckberg","Gus","Eckberg","Minneapolis","MN","USA","1898-08-25","Minnesota",NA,NA,NA,NA,"FB","9-May",180,NA,NA,NA,NA,1979,1979,0,44.977753,-93.2650108
"5898","Kyle Eckel","Kyle","Eckel","Philadelphia","PA","USA","12/30/1981","Navy",NA,NA,NA,NA,"RB","11-May",237,NA,NA,NA,NA,1979,1979,0,39.9525839,-75.1652215
"5899","Ed Ecker","Ed","Ecker","Cleveland","OH","USA","1/21/1923","John Carroll",NA,NA,NA,NA,"DT-T","7-Jun",276,NA,NA,NA,NA,1979,1979,0,41.49932,-81.6943605
"5900","Ox Eckhardt","Ox","Eckhardt","Yorktown","TX","USA","12/23/1901","Texas",NA,NA,NA,NA,"FB","1-Jun",190,NA,NA,NA,NA,1979,1979,0,37.2387556,-76.5096731
"5901","Bob Eckl","Bob","Eckl","Milwaukee","WI","USA","11/20/1917","Wisconsin",NA,NA,NA,NA,"T","1-Jun",233,NA,NA,NA,NA,1979,1979,0,43.0389025,-87.9064736
"5902","Brad Ecklund","Brad","Ecklund","Los Angeles","CA","USA","5/9/1922","Oregon","Green Bay Packers","20th","181st",1947,"C-LB","3-Jun",215,NA,NA,NA,NA,1979,1979,0,34.0522342,-118.2436849
"5903","Dolph Eckstein","Dolph","Eckstein","Elizabeth","NJ","USA","5/7/1902","Brown",NA,NA,NA,NA,"C","10-May",185,NA,NA,NA,NA,1979,1979,0,37.09024,-95.712891
"5904","Jerry Eckwood","Jerry","Eckwood","Brinkley","AR","USA","12/26/1954","Arkansas","Tampa Bay Buccaneers","3rd","60th",1979,"RB","Jun-00",198,NA,NA,NA,NA,1979,1979,0,34.8878719,-91.1945688
"5905","Andrew Economos","Andrew","Economos","Atlanta","GA","USA","6/24/1982","Georgia Tech",NA,NA,NA,NA,"C","1-Jun",250,NA,NA,NA,NA,2006,2013,7,33.7489954,-84.3879824
"5906","Floyd Eddings","Floyd","Eddings","Birmingham","AL","USA","12/15/1958","California",NA,NA,NA,NA,"WR","11-May",177,NA,NA,NA,NA,1982,1983,1,33.5185892,-86.8103567
"5909","Nick Eddy","Nick","Eddy","Dunsmuir","CA","USA","8/23/1944","Notre Dame","Detroit Lions","2nd","24th",1966,"RB","1-Jun",210,NA,NA,NA,NA,1982,1983,1,41.2082089,-122.2719529
"5910","Brad Edelman","Brad","Edelman","Jacksonville","FL","USA","9/3/1960","Missouri","New Orleans Saints","2nd","30th",1982,"G","6-Jun",265,NA,NA,NA,NA,1982,1989,7,30.3321838,-81.655651
"5911","Julian Edelman","Julian","Edelman","Redwood City","CA","USA","5/22/1986","Kent St.","New England Patriots","7th","232nd",2009,"QB","Jun-00",198,NA,NA,NA,NA,1982,1989,7,37.4852152,-122.2363548
"5912","Bill Edgar","Bill","Edgar","Morning Sun","IA","USA","1898-09-17","Washington & Jefferson",NA,NA,NA,NA,"G-B","2-Jun",185,NA,NA,NA,NA,1923,1923,0,37.414283,-94.703479
"5913","Shayne Edge","Shayne","Edge","Lake City","FL","USA","8/21/1971","Florida",NA,NA,NA,NA,"P","11-May",174,NA,NA,NA,NA,1923,1923,0,30.1896756,-82.6392899
"5914","Booker Edgerson","Booker","Edgerson","Baxter","AR","USA","7/5/1939","West. Illinois",NA,NA,NA,NA,"DB","10-May",183,NA,NA,NA,NA,1923,1923,0,35.4132751,-94.2410786
"5915","Paul Edinger","Paul","Edinger","Frankfort","MI","USA","1/17/1978","Michigan St.","Chicago Bears","6th","174th",2000,"K","8-May",175,NA,NA,NA,NA,2000,2005,5,38.2009055,-84.8732835
"5916","Dominique Edison","Dominique","Edison","San Augustine","TX","USA","7/16/1986","S.F. Austin","Tennessee Titans","6th","206th",2009,"WR","3-Jun",200,NA,NA,NA,NA,2000,2005,5,29.9012437,-81.3124341
"5917","Deke Edler","Deke","Edler","Galion","OH","USA","1898-08-29","Ohio Wesleyan",NA,NA,NA,NA,"WB","9-May",170,NA,NA,NA,NA,1923,1923,0,40.7336687,-82.7899026
"5918","Bobby Joe Edmonds","Bobby","Joe","Nashville","TN","USA","9/26/1964","Arkansas","Seattle Seahawks","5th","126th",1986,"RB","11-May",186,NA,NA,NA,NA,1986,1995,9,36.1626638,-86.7816016
"5919","Chris Edmonds","Chris","Edmonds","Newark","NJ","USA","1/1/1978","West Virginia",NA,NA,NA,NA,"FB","3-Jun",250,NA,NA,NA,NA,1986,1995,9,40.735657,-74.1723667
"5920","Van Edmondson","Van","Edmondson","Delaware County","OK","USA","1899-06-08","Oklahoma",NA,NA,NA,NA,"C","10-May",210,NA,NA,NA,NA,1986,1995,9,39.907793,-75.3878525
"5921","Ferrell Edmunds","Ferrell","Edmunds","South Boston","VA","USA","4/16/1965","Maryland","Miami Dolphins","3rd","73rd",1988,"TE","6-Jun",254,NA,NA,NA,NA,1986,1995,9,42.3381437,-71.0475773
"5922","Randy Edmunds","Randy","Edmunds","Washington","GA","USA","6/24/1946","Georgia Tech","Miami Dolphins","8th","217th",1968,"LB","2-Jun",220,NA,NA,NA,NA,1986,1995,9,47.7510741,-120.7401385
"5923","Al Edwards","Al","Edwards","New Orleans","LA","USA","5/18/1967","NW State (LA)","Buffalo Bills","11th","292nd",1990,"WR","8-May",171,NA,NA,NA,NA,1990,1992,2,29.9510658,-90.0715323
"5924","Anthony Edwards","Anthony","Edwards","Casa Grande","AZ","USA","5/26/1966","New Mex. Highlands",NA,NA,NA,NA,"WR","10-May",195,NA,NA,NA,NA,1990,1992,2,32.9110027,-111.7733902
"5925","Antonio Edwards","Antonio","Edwards","Moultrie","GA","USA","3/10/1970","Valdosta St.","Seattle Seahawks","8th","204th",1993,"DE","3-Jun",271,NA,NA,NA,NA,1990,1992,2,33.4129508,-86.6782691
"5926","Antuan Edwards","Antuan","Edwards","Starkville","MS","USA","5/26/1977","Clemson","Green Bay Packers","1st","25th",1999,"DB","1-Jun",212,NA,NA,NA,NA,1990,1992,2,33.4503998,-88.8183872
"5927","Armanti Edwards","Armanti","Edwards","Greenwood","SC","USA","3/8/1988","Appalachian St.","Carolina Panthers","3rd","89th",2010,"QB","11-May",191,NA,NA,NA,NA,1990,1992,2,39.6136578,-86.1066526
"5928","Brad Edwards","Brad","Edwards","Lumberton","NC","USA","3/22/1966","South Carolina","Minnesota Vikings","2nd","54th",1988,"DB","2-Jun",208,NA,NA,NA,NA,1990,1992,2,34.6182199,-79.0086424
"5929","Braylon Edwards","Braylon","Edwards","Detroit","MI","USA","2/21/1983","Michigan","Cleveland Browns","1st","3rd",2005,"WR","3-Jun",211,NA,NA,NA,NA,1990,1992,2,42.331427,-83.0457538
"5930","Bud Edwards","Bud","Edwards","Chicago","IL","USA","3/21/1908","Brown",NA,NA,NA,NA,"B","11-May",190,NA,NA,NA,NA,1990,1992,2,41.8781136,-87.6297982
"5932","Cid Edwards","Cid","Edwards","Selma","AL","USA","10/10/1943","Tennessee St.",NA,NA,NA,NA,"RB","3-Jun",230,NA,NA,NA,NA,1990,1992,2,32.4073589,-87.0211007
"5933","Dan Edwards","Dan","Edwards","Osage","TX","USA","7/18/1926","Georgia","Pittsburgh Steelers","1st","9th",1948,"E","1-Jun",197,NA,NA,NA,NA,1990,1992,2,36.6189367,-96.2375947
"5934","Dave Edwards","Dave","Edwards","Columbia","AL","USA","12/14/1939","Auburn","Denver Broncos","25th","194th",1962,"LB","1-Jun",225,NA,NA,NA,NA,1990,1992,2,37.09024,-95.712891
"5935","Dave Edwards","Dave","Edwards","Senoia","GA","USA","3/31/1962","Illinois",NA,NA,NA,NA,"DB","Jun-00",195,NA,NA,NA,NA,1990,1992,2,33.3023411,-84.5538165
"5936","Dennis Edwards","Dennis","Edwards","Stockton","CA","USA","10/6/1959","USC","Buffalo Bills","9th","245th",1982,"DE","4-Jun",253,NA,NA,NA,NA,1990,1992,2,37.9577016,-121.2907796
"5937","Dixon Edwards","Dixon","Edwards","Cincinnati","OH","USA","3/25/1968","Michigan St.","Dallas Cowboys","2nd","37th",1991,"LB","1-Jun",230,NA,NA,NA,NA,1990,1992,2,39.1031182,-84.5120196
"5938","Donnie Edwards","Donnie","Edwards","San Diego","CA","USA","4/6/1973","UCLA","Kansas City Chiefs","4th","98th",1996,"LB","2-Jun",227,NA,NA,NA,NA,1990,1992,2,32.715738,-117.1610838
"5939","Dovonte Edwards","Dovonte","Edwards","Chapel Hill","NC","USA","10/17/1982","North Carolina St.",NA,NA,NA,NA,"DB","Jun-00",182,NA,NA,NA,NA,1990,1992,2,35.9131996,-79.0558445
"5940","Dwan Edwards","Dwan","Edwards","Billings","MT","USA","5/16/1981","Oregon St.","Baltimore Ravens","2nd","51st",2004,"DT","3-Jun",315,NA,NA,NA,NA,1990,1992,2,45.7832856,-108.5006904
"5941","Earl Edwards","Earl","Edwards","Statesboro","GA","USA","3/17/1946","Wichita St.","San Francisco 49ers","5th","120th",1969,"DT-DE","7-Jun",260,NA,NA,NA,NA,1990,1992,2,32.4487876,-81.7831674
"5942","Eddie Edwards","Eddie","Edwards","Sumter","SC","USA","4/25/1954","Miami (FL)","Cincinnati Bengals","1st","3rd",1977,"DE-DT","5-Jun",256,NA,NA,NA,NA,1990,1992,2,33.9204354,-80.3414693
"5943","Emmett Edwards","Emmett","Edwards","Tulsa","OK","USA","6/6/1952","Kansas","Houston Oilers","2nd","40th",1975,"WR","1-Jun",187,NA,NA,NA,NA,1990,1992,2,36.1539816,-95.992775
"5944","Eric Edwards","Eric","Edwards","Monroe","LA","USA","8/4/1980","LSU",NA,NA,NA,NA,"TE","5-Jun",256,NA,NA,NA,NA,1990,1992,2,37.09024,-95.712891
"5945","Glen Edwards","Glen","Edwards","St. Petersburg","FL","USA","7/31/1947","Florida A&M",NA,NA,NA,NA,"DB","Jun-00",185,NA,NA,NA,NA,1990,1992,2,59.9342802,30.3350986
"5946","Herman Edwards","Herman","Edwards","Fort Monmouth","NJ","USA","4/27/1954","California",NA,NA,NA,NA,"DB","Jun-00",194,NA,NA,NA,NA,1990,1992,2,40.3136131,-74.0423697
"5947","Jimmy Edwards","Jimmy","Edwards","Oklahoma City","OK","USA","9/19/1952","Oklahoma",NA,NA,NA,NA,"RB","9-May",185,NA,NA,NA,NA,1990,1992,2,35.4675602,-97.5164276
"5948","Kalimba Edwards","Kalimba","Edwards","East Point","GA","USA","12/26/1979","South Carolina","Detroit Lions","2nd","35th",2002,"DE","5-Jun",264,NA,NA,NA,NA,1990,1992,2,33.6795531,-84.4393724
"5949","Kelvin Edwards","Kelvin","Edwards","Birmingham","AL","USA","7/19/1964","Liberty","New Orleans Saints","4th","88th",1986,"WR","2-Jun",202,NA,NA,NA,NA,1990,1992,2,33.5185892,-86.8103567
"5951","Lloyd Edwards","Lloyd","Edwards","Long Beach","CA","USA","11/26/1946","San Diego St.","Oakland Raiders","3rd","75th",1969,"TE","3-Jun",248,NA,NA,NA,NA,1990,1992,2,33.7700504,-118.1937395
"5952","Marc Edwards","Marc","Edwards","Cincinnati","OH","USA","11/17/1974","Notre Dame","San Francisco 49ers","2nd","55th",1997,"FB","Jun-00",249,NA,NA,NA,NA,1990,1992,2,39.1031182,-84.5120196
"5953","Mario Edwards","Mario","Edwards","Gautier","MS","USA","12/1/1975","Florida St.","Dallas Cowboys","6th","180th",2000,"DB","Jun-00",199,NA,NA,NA,NA,1990,1992,2,30.385755,-88.6116854
"5955","Monk Edwards","Monk","Edwards","Ireland","TX","USA","7/19/1920","Baylor","New York Giants","18th","170th",1940,"G-C-T","3-Jun",213,NA,NA,NA,NA,1990,1992,2,53.1423672,-7.6920536
"5957","Randy Edwards","Randy","Edwards","Marietta","GA","USA","3/9/1961","Alabama",NA,NA,NA,NA,"DE-NT","4-Jun",264,NA,NA,NA,NA,1990,1992,2,33.952602,-84.5499327
"5958","Ray Edwards","Ray","Edwards","Cincinnati","OH","USA","1/1/1985","Purdue","Minnesota Vikings","4th","127th",2006,"DE","5-Jun",270,NA,NA,NA,NA,1990,1992,2,39.1031182,-84.5120196
"5959","Robert Edwards","Robert","Edwards","Tennille","GA","USA","10/2/1974","Georgia","New England Patriots","1st","18th",1998,"RB","11-May",218,NA,NA,NA,NA,1990,1992,2,32.9359886,-82.8115273
"5960","Ron Edwards","Ron","Edwards","Columbus","OH","USA","7/12/1979","Texas A&M","Buffalo Bills","3rd","76th",2001,"DT","3-Jun",320,NA,NA,NA,NA,1990,1992,2,39.9611755,-82.9987942
"5961","Stan Edwards","Stan","Edwards","Detroit","MI","USA","5/20/1960","Michigan","Houston Oilers","3rd","72nd",1982,"RB","Jun-00",208,NA,NA,NA,NA,1990,1992,2,42.331427,-83.0457538
"5962","Steve Edwards","Steve","Edwards","Chicago","IL","USA","2/20/1979","Tennessee St.",NA,NA,NA,NA,"G-T","5-Jun",330,NA,NA,NA,NA,1990,1992,2,41.8781136,-87.6297982
"5963","Terrence Edwards","Terrence","Edwards","Tennille","GA","USA","4/29/1979","Georgia",NA,NA,NA,NA,"WR","Jun-00",176,NA,NA,NA,NA,1990,1992,2,32.9359886,-82.8115273
"5964","Tim Edwards","Tim","Edwards","Philadelphia","MS","USA","8/29/1968","Delta St.","New England Patriots","12th","307th",1991,"DT","1-Jun",270,NA,NA,NA,NA,1990,1992,2,39.9525839,-75.1652215
"5965","Tom Edwards","Tom","Edwards","Traverse City","MI","USA","1899-12-12","Central Michigan",NA,NA,NA,NA,"T","11-May",185,NA,NA,NA,NA,1990,1992,2,44.7630567,-85.6206317
"5966","Trent Edwards","Trent","Edwards","Los Gatos","CA","USA","10/30/1983","Stanford","Buffalo Bills","3rd","92nd",2007,"QB","4-Jun",231,NA,NA,NA,NA,1990,1992,2,37.2358078,-121.9623751
"5967","Troy Edwards","Troy","Edwards","Shreveport","LA","USA","4/7/1977","Louisiana Tech","Pittsburgh Steelers","1st","13th",1999,"WR","10-May",191,NA,NA,NA,NA,1990,1992,2,32.5251516,-93.7501789
"5968","Turk Edwards","Turk","Edwards","Mold","VA","USA","9/28/1907","Washington St.",NA,NA,NA,NA,"T","2-Jun",255,NA,NA,NA,NA,1990,1992,2,38.9432268,-95.243228
"5969","Vernon Edwards","Vernon","Edwards","Houston","TX","USA","6/23/1972","SMU",NA,NA,NA,NA,"DE","4-Jun",255,NA,NA,NA,NA,1990,1992,2,29.7604267,-95.3698028
"5970","Weldon Edwards","Weldon","Edwards","Comanche","TX","USA","4/15/1924","Texas-Arlington","Washington Redskins","14th","119th",1947,"T","Jun-00",225,NA,NA,NA,NA,1990,1992,2,31.8973693,-98.6036581
"5972","Dick F. Egan","Dick","F.","Wilmington","OH","USA","2/2/1904","Wilmington",NA,NA,NA,NA,"G",NA,165,NA,NA,NA,NA,1920,1924,4,34.2103894,-77.8868117
"5974","Doug Eggers","Doug","Eggers","Wagner","SD","USA","9/21/1930","South Dakota St.",NA,NA,NA,NA,"LB","Jun-00",213,NA,NA,NA,NA,1954,1958,4,37.09024,-95.712891
"5975","Ron Egloff","Ron","Egloff","Garden City","MI","USA","10/3/1955","Wisconsin",NA,NA,NA,NA,"TE","5-Jun",230,NA,NA,NA,NA,1977,1984,7,42.3255928,-83.3310422
"5977","Patrick Egu","Patrick","Egu","Owerri",NA,"Nigeria","2/20/1967","Nevada-Reno","Tampa Bay Buccaneers","9th","230th",1989,"RB","11-May",205,NA,NA,NA,NA,1989,1989,0,5.489059,7.0175879
"5978","Chuck Ehin","Chuck","Ehin","Marysville","CA","USA","7/1/1961","BYU","San Diego Chargers","12th","329th",1983,"NT-DE-LB","4-Jun",261,NA,NA,NA,NA,1983,1987,4,48.0517637,-122.1770818
"5979","Tom Ehlers","Tom","Ehlers","South Bend","IN","USA","7/14/1952","Kentucky","Philadelphia Eagles","13th","324th",1975,"LB","2-Jun",218,NA,NA,NA,NA,1975,1978,3,41.6763545,-86.2519898
"5980","Clyde Ehrhardt","Clyde","Ehrhardt","Bardwell","KY","USA","7/4/1921","Georgia","Washington Redskins","19th","193rd",1944,"C","1-Jun",232,NA,NA,NA,NA,1946,1949,3,32.2690354,-96.6961027
"5981","Joe Ehrmann","Joe","Ehrmann","Buffalo","NY","USA","3/29/1949","Syracuse","Baltimore Colts","1st","10th",1973,"DT","5-Jun",260,NA,NA,NA,NA,1946,1949,3,42.8864468,-78.8783689
"5982","John Eibner","John","Eibner","Elyria","OH","USA","3/13/1914","Kentucky","Pittsburgh Steelers","15th","133rd",1941,"T","2-Jun",228,NA,NA,NA,NA,1941,1946,5,41.3683798,-82.1076486
"5983","Ray Eichenlaub","Ray","Eichenlaub","Columbus","OH","USA","1892-07-15","Notre Dame",NA,NA,NA,NA,"FB","Jun-00",225,NA,NA,NA,NA,1925,1925,0,39.9611755,-82.9987942
"5984","Ed Eiden","Ed","Eiden","Scranton","PA","USA","11/16/1921","Scranton","Philadelphia Eagles","26th","272nd",1944,"C","Jun-00",205,NA,NA,NA,NA,1944,1944,0,41.408969,-75.6624122
"5985","Jim Eiden","Jim","Eiden","Evanston","IL","USA","10/16/1901","none",NA,NA,NA,NA,"T","8-May",185,NA,NA,NA,NA,1944,1944,0,42.0450722,-87.6876969
"5986","Jim Eidson","Jim","Eidson","Anderson","SC","USA","5/10/1954","Mississippi St.","Dallas Cowboys","2nd","55th",1976,"G-C","3-Jun",264,NA,NA,NA,NA,1944,1944,0,37.09024,-95.712891
"5988","Jim Eifrid","Jim","Eifrid","Fort Wayne","IN","USA","10/22/1938","Colorado St.","Washington Redskins","11th","124th",1960,"LB","1-Jun",240,NA,NA,NA,NA,2013,2013,0,41.079273,-85.1393513
"5989","Charley Eikenberg","Charley","Eikenberg","Old Gulf","TX","USA","2/22/1924","La-Lafayette","Bos/Bkn Yanks/Tigers","18th","176th",1945,"QB","2-Jun",205,NA,NA,NA,NA,1948,1948,0,41.2494952,-82.5412752
