"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"17153","Mike Quinn","Mike","Quinn","Las Vegas","NV","USA","4/15/1974","S.F. Austin",NA,NA,NA,NA,"QB","4-Jun",216,NA,NA,NA,NA,2012,2013,1,36.1699412,-115.1398296
"17154","Paddy Quinn","Paddy","Quinn","Kilemeena Westport",NA,"Ireland","1890-02-05","none",NA,NA,NA,NA,"HB","7-May",170,"5/19/1951","Los Angeles County","CA",NA,2012,2013,1,53.8331842,-9.5369149
"17155","Richard Quinn","Richard","Quinn","Huntsville","AL","USA","9/6/1986","North Carolina","Denver Broncos","2nd","64th",2009,"TE","3-Jun",260,NA,NA,NA,NA,2012,2013,1,34.7303688,-86.5861037
"17157","Steve Quinn","Steve","Quinn","Pittsburg","KS","USA","2/11/1946","Notre Dame",NA,NA,NA,NA,"C","1-Jun",225,NA,NA,NA,NA,2012,2013,1,38.0279762,-121.8846806
"17158","Ed Quirk","Ed","Quirk","St. Louis","MO","USA","2/27/1925","Missouri","Washington Redskins","15th","128th",1948,"FB-MG-LB","1-Jun",231,NA,NA,NA,NA,2012,2013,1,38.6270025,-90.1994042
"17159","Marc Raab","Marc","Raab","San Diego","CA","USA","1/26/1969","USC",NA,NA,NA,NA,"C","3-Jun",265,NA,NA,NA,NA,1993,1998,5,32.715738,-117.1610838
"17160","Bob Raba","Bob","Raba","Washington","DC","USA","4/23/1955","Maryland",NA,NA,NA,NA,"TE","1-Jun",222,NA,NA,NA,NA,1977,1981,4,47.7510741,-120.7401385
"17161","Casey Rabach","Casey","Rabach","Sturgeon Bay","WI","USA","9/24/1977","Wisconsin","Baltimore Ravens","3rd","92nd",2001,"C-G","4-Jun",301,NA,NA,NA,NA,1977,1981,4,44.8341639,-87.3770419
"17162","Warren Rabb","Warren","Rabb","Baton Rouge","LA","USA","12/12/1937","LSU","Detroit Lions","2nd","15th",1960,"QB","3-Jun",204,NA,NA,NA,NA,1977,1981,4,30.4514677,-91.1871466
"17163","Mike Rabold","Mike","Rabold","Chicago","IL","USA","3/12/1937","Indiana","Detroit Lions","2nd","19th",1959,"G","2-Jun",239,"10/13/1970","Greenwood","IN",NA,1977,1981,4,41.8781136,-87.6297982
"17165","Chilo Rachal","Chilo","Rachal","Compton","CA","USA","3/15/1986","USC","San Francisco 49ers","2nd","39th",2008,"G","5-Jun",315,NA,NA,NA,NA,2008,2012,4,33.8958492,-118.2200712
"17166","Latario Rachal","Latario","Rachal","Lynwood","CA","USA","1/31/1973","Fresno St.",NA,NA,NA,NA,"WR","11-May",183,NA,NA,NA,NA,2008,2012,4,33.930293,-118.2114603
"17167","Frank Racis","Frank","Racis","Shenandoah","PA","USA","1899-11-09","none",NA,NA,NA,NA,"G-T-E","Jun-00",200,"8/19/1982","Shenandoah","PA",NA,2008,2012,4,38.2927558,-78.6795836
"17168","Neil Rackers","Neil","Rackers","St. Louis","MO","USA","8/16/1976","Illinois","Cincinnati Bengals","6th","169th",2000,"K","Jun-00",205,NA,NA,NA,NA,2008,2012,4,38.6270025,-90.1994042
"17169","David Rackley","David","Rackley","Miami","FL","USA","2/2/1961","Texas Southern",NA,NA,NA,NA,"WR","9-May",172,NA,NA,NA,NA,2008,2012,4,25.7616798,-80.1917902
"17170","Derek Rackley","Derek","Rackley","Apple Valley","MN","USA","7/18/1977","Minnesota",NA,NA,NA,NA,"TE","4-Jun",250,NA,NA,NA,NA,2008,2012,4,34.5008311,-117.1858759
"17172","George Radachowsky","George","Radachowsky","Danbury","CT","USA","9/7/1962","Boston Col.","Los Angeles Rams","7th","188th",1984,"DB","11-May",186,NA,NA,NA,NA,1984,1989,5,41.394817,-73.4540111
"17173","John Rade","John","Rade","Ceres","CA","USA","8/31/1960","Northern Arizona","Atlanta Falcons","8th","215th",1983,"LB","1-Jun",232,NA,NA,NA,NA,1984,1989,5,36.4772614,-97.2825457
"17174","Keith Radecic","Keith","Radecic","Pittsburgh","PA","USA","12/24/1963","Penn St.",NA,NA,NA,NA,"C","1-Jun",260,NA,NA,NA,NA,1984,1989,5,40.4406248,-79.9958864
"17175","Scott Radecic","Scott","Radecic","Pittsburgh","PA","USA","6/14/1962","Penn St.","Kansas City Chiefs","2nd","34th",1984,"LB","3-Jun",243,NA,NA,NA,NA,1984,1989,5,40.4406248,-79.9958864
"17176","Bill Rademacher","Bill","Rademacher","Menomonie","MI","USA","5/13/1942","Northern Michigan",NA,NA,NA,NA,"WR-DB","1-Jun",190,NA,NA,NA,NA,1984,1989,5,44.8755183,-91.9193422
"17178","Bruce Radford","Bruce","Radford","Pineville","LA","USA","10/5/1955","Grambling St.","Denver Broncos","3rd","77th",1979,"NT-DE","5-Jun",257,"5/23/2011","New Orleans","LA",NA,1984,1989,5,35.0832014,-80.8922957
"17179","Ken Radick","Ken","Radick","Green Bay","WI","USA","6/17/1907","Indiana",NA,NA,NA,NA,"E-G-T","10-May",210,"8/25/1987","Oshkosh","WI",NA,1984,1989,5,44.5133188,-88.0132958
"17180","Wayne Radloff","Wayne","Radloff","London",NA,"England","5/17/1961","Georgia",NA,NA,NA,NA,"C-G","5-Jun",274,NA,NA,NA,NA,1984,1989,5,51.5073509,-0.1277583
"17181","Alex Rado","Alex","Rado","Dayton","OH","USA","7/19/1911","West Virginia Tech",NA,NA,NA,NA,"HB-DB","1-Jun",200,"8/30/1995","Dayton","OH",NA,1984,1989,5,39.7589478,-84.1916069
"17182","George Rado","George","Rado","Youngstown","OH","USA","10/24/1912","Duquesne",NA,NA,NA,NA,"G-DE","9-May",194,"4/30/1992","New Cumberland","WV",NA,1984,1989,5,41.0997803,-80.6495194
"17183","George Radosevich","George","Radosevich","Brentwood","PA","USA","1/25/1928","Pittsburgh",NA,NA,NA,NA,"T-C","2-Jun",228,NA,NA,NA,NA,1984,1989,5,34.0521011,-118.4732464
"17184","Bill Radovich","Bill","Radovich","Chicago","IL","USA","6/24/1915","USC",NA,NA,NA,NA,"G","10-May",238,"3/6/2002","Newport Beach","CA",NA,1984,1989,5,41.8781136,-87.6297982
"17186","Vic Radzievitch","Vic","Radzievitch","Torrington","CT","USA","6/8/1903","Connecticut",NA,NA,NA,NA,"B-G-FB","10-May",165,NA,NA,NA,NA,1984,1989,5,41.8003049,-73.1211715
"17187","Mike Rae","Mike","Rae","Long Beach","CA","USA","7/26/1951","USC","Oakland Raiders","8th","205th",1973,"QB","Jun-00",193,NA,NA,NA,NA,1976,1979,3,33.7700504,-118.1937395
"17188","Norbert Raemer","Norbert","Raemer","Herkimer","KS","USA","7/3/1920","Kansas St.",NA,NA,NA,NA,"G","11-May",210,NA,NA,NA,NA,1976,1979,3,43.0256259,-74.9859889
"17189","Bill Raffel","Bill","Raffel","Ashland","KY","USA","8/26/1907","Pennsylvania",NA,NA,NA,NA,"E","11-May",195,"7/24/1982","Wynnewood","PA",NA,1932,1932,0,40.8686675,-82.3182178
"17190","Ian Rafferty","Ian","Rafferty","Summerville","SC","USA","9/2/1976","North Carolina St.",NA,NA,NA,NA,"T-G","6-Jun",300,NA,NA,NA,NA,1932,1932,0,33.0185039,-80.1756481
"17191","Tom Rafferty","Tom","Rafferty","Syracuse","NY","USA","8/2/1954","Penn St.","Dallas Cowboys","4th","119th",1976,"C-G","3-Jun",256,NA,NA,NA,NA,1932,1932,0,43.0481221,-76.1474244
"17192","Vince Rafferty","Vince","Rafferty","Manhattan","KS","USA","8/6/1961","Colorado",NA,NA,NA,NA,"C-G","4-Jun",285,NA,NA,NA,NA,1932,1932,0,40.7830603,-73.9712488
"17193","Billy Rafter","Billy","Rafter","Troy","NY","USA","1895-10-07","Syracuse",NA,NA,NA,NA,"B","6-May",155,"6/28/1966","Syracuse","NY",NA,1932,1932,0,31.8018895,-85.9572283
"17194","Phil Ragazzo","Phil","Ragazzo","Niles","OH","USA","6/24/1915","Case Western Reserve","Green Bay Packers","8th","67th",1938,"T-G","Jun-00",216,"10/3/1994","Warren","OH",NA,1938,1947,9,42.0189191,-87.8028402
"17195","Floyd Raglin","Floyd","Raglin","Alton","IL","USA","2/10/1961","UNLV",NA,NA,NA,NA,"WR","9-May",180,NA,NA,NA,NA,1938,1947,9,38.8906038,-90.1842764
"17196","Dave Ragone","Dave","Ragone","Middleburg Heights","OH","USA","10/3/1979","Louisville","Houston Texans","3rd","88th",2003,"QB","3-Jun",245,NA,NA,NA,NA,1938,1947,9,41.3614401,-81.812912
"17197","George Ragsdale","George","Ragsdale","Dinwiddie","VA","USA","12/4/1952","North Carolina A&T","Tampa Bay Buccaneers","12th","321st",1976,"RB-WR","11-May",185,NA,NA,NA,NA,1938,1947,9,37.0769043,-77.6536125
"17198","Vincent Ragunas","Vincent","Ragunas","Plymouth","PA","USA","7/12/1924","VMI",NA,NA,NA,NA,"B","11-May",200,"3/19/2001","Richmond","VA",NA,1938,1947,9,41.9584457,-70.6672621
"17199","Pat Ragusa","Pat","Ragusa","Caracas",NA,"Venezuela","3/17/1963","St. John's (NY)",NA,NA,NA,NA,"K","8-May",180,NA,NA,NA,NA,1938,1947,9,10.4805937,-66.9036063
"17200","Steve Raible","Steve","Raible","Louisville","KY","USA","6/2/1954","Georgia Tech","Seattle Seahawks","2nd","59th",1976,"WR","2-Jun",195,NA,NA,NA,NA,1976,1981,5,38.2526647,-85.7584557
"17201","Jim Raiff","Jim","Raiff","Dayton","OH","USA","12/21/1930","Dayton",NA,NA,NA,NA,"T","10-May",235,"9/17/1994","Kettering","OH",NA,1976,1981,5,39.7589478,-84.1916069
"17202","Dave Raimey","Dave","Raimey","Dayton","OH","USA","11/18/1940","Michigan","Cleveland Browns","9th","121st",1963,"DB","10-May",195,NA,NA,NA,NA,1976,1981,5,39.7589478,-84.1916069
"17203","Ben Raimondi","Ben","Raimondi","Brooklyn","NY","USA","1/23/1925","William & Mary","Chicago Cardinals","6th","41st",1947,"TB","10-May",175,NA,NA,NA,NA,1976,1981,5,40.6781784,-73.9441579
"17204","Wali Rainer","Wali","Rainer","Rockingham","NC","USA","4/19/1977","Virginia","Cleveland Browns","4th","124th",1999,"LB","2-Jun",240,NA,NA,NA,NA,1976,1981,5,34.9393201,-79.7739457
"17205","Mike Raines","Mike","Raines","Montgomery","AL","USA","2/14/1953","Alabama","San Francisco 49ers","6th","138th",1974,"DT-DE","5-Jun",255,NA,NA,NA,NA,1976,1981,5,32.3792233,-86.3077368
"17208","Dan Rains","Dan","Rains","Rochester","PA","USA","4/26/1954","Cincinnati",NA,NA,NA,NA,"LB","1-Jun",224,NA,NA,NA,NA,1976,1981,5,43.1565779,-77.6088465
"17209","Dominic Raiola","Dominic","Raiola","Honolulu","HI","USA","12/30/1978","Nebraska","Detroit Lions","2nd","50th",2001,"C","1-Jun",295,NA,NA,NA,NA,1976,1981,5,21.3069444,-157.8583333
"17211","B.J. Raji","B.J.","Raji","New York","NY","USA","7/11/1986","Boston Col.","Green Bay Packers","1st","9th",2009,"DT","2-Jun",334,NA,NA,NA,NA,2009,2013,4,40.7127753,-74.0059728
"17213","Larry Rakestraw","Larry","Rakestraw","Mableton","GA","USA","4/22/1942","Georgia","Oakland Raiders","11th","87th",1964,"QB","2-Jun",195,NA,NA,NA,NA,1966,1968,2,33.8187167,-84.5824329
"17214","Gregg Rakoczy","Gregg","Rakoczy","Medford Lakes","NJ","USA","5/18/1965","Miami (FL)","Cleveland Browns","2nd","32nd",1987,"C-G-T","6-Jun",290,NA,NA,NA,NA,1966,1968,2,39.8623103,-74.8057734
"17215","Dan Ralph","Dan","Ralph","Denver","CO","USA","3/9/1961","Colorado","Atlanta Falcons","6th","163rd",1984,"DT","4-Jun",260,NA,NA,NA,NA,1984,1984,0,39.7392358,-104.990251
"17217","Ken-Yon Rambo","Ken-Yon","Rambo","Cerritos","CA","USA","10/4/1978","Ohio St.","Oakland Raiders","7th","229th",2001,"WR","1-Jun",195,NA,NA,NA,NA,2013,2013,0,33.8583483,-118.0647871
"17218","Jim Ramey","Jim","Ramey","Louisville","KY","USA","3/9/1957","Kentucky","Cleveland Browns","3rd","70th",1979,"DE","4-Jun",261,NA,NA,NA,NA,2013,2013,0,38.2526647,-85.7584557
"17219","Manuel Ramirez","Manuel","Ramirez","Houston","TX","USA","2/19/1983","Texas Tech","Detroit Lions","4th","117th",2007,"G","3-Jun",326,NA,NA,NA,NA,2013,2013,0,29.7604267,-95.3698028
"17220","Tony Ramirez","Tony","Ramirez","Lincoln","NE","USA","1/26/1973","Northern Colorado","Detroit Lions","6th","168th",1997,"T","6-Jun",296,NA,NA,NA,NA,2013,2013,0,35.949526,-94.4235482
"17221","Joe Ramona","Joe","Ramona","San Jose","CA","USA","7/11/1931","Santa Clara","New York Giants","28th","332nd",1953,"G-DG","1-Jun",210,NA,NA,NA,NA,2013,2013,0,37.3382082,-121.8863286
"17222","Andre Ramsey","Andre","Ramsey","Portsmouth","NH","USA","7/24/1987","Ball St.",NA,NA,NA,NA,"T","5-Jun",322,NA,NA,NA,NA,2013,2013,0,43.0717552,-70.7625532
"17223","Buster Ramsey","Buster","Ramsey","Townsend","TN","USA","3/16/1920","William & Mary","Chicago Cardinals","14th","124th",1943,"G-LB","1-Jun",219,"9/16/2007","Signal Mountain","TN",NA,2013,2013,0,39.9294138,-75.1638681
"17224","Chuck Ramsey","Chuck","Ramsey","Rock Hill","SC","USA","2/24/1952","Wake Forest","New England Patriots","6th","141st",1974,"P","2-Jun",191,NA,NA,NA,NA,2013,2013,0,34.9248667,-81.0250784
"17225","Derrick Ramsey","Derrick","Ramsey","Hastings","FL","USA","12/23/1956","Kentucky","Oakland Raiders","5th","136th",1978,"TE","4-Jun",230,NA,NA,NA,NA,2013,2013,0,42.6458682,-85.2908403
"17226","Frank Ramsey","Frank","Ramsey","Corvallis","OR","USA","5/16/1916","Oregon St.","Chicago Bears","7th","60th",1938,"T","1-Jun",240,"1/25/1985","Corvallis","OR",NA,2013,2013,0,44.5645659,-123.2620435
"17227","Greg Ramsey","Greg","Ramsey","San Francisco","CA","USA","12/19/1963","Fresno St.",NA,NA,NA,NA,"DE","3-Jun",244,NA,NA,NA,NA,2013,2013,0,37.7749295,-122.4194155
"17228","Knox Ramsey","Knox","Ramsey","Speed","IN","USA","2/13/1926","William & Mary","Chicago Bears","5th","32nd",1948,"G","1-Jun",216,"3/19/2005","Richmond","VA",NA,2013,2013,0,37.6715856,-97.3230421
"17229","LaJuan Ramsey","LaJuan","Ramsey","Compton","CA","USA","3/19/1984","USC","Philadelphia Eagles","6th","204th",2006,"DT","2-Jun",296,NA,NA,NA,NA,2013,2013,0,33.8958492,-118.2200712
"17230","Nate Ramsey","Nate","Ramsey","Neptune","NJ","USA","7/12/1941","Indiana St.","Philadelphia Eagles","14th","186th",1963,"DB","1-Jun",200,NA,NA,NA,NA,2013,2013,0,37.4114376,-94.7189636
"17231","Patrick Ramsey","Patrick","Ramsey","Ruston","LA","USA","2/14/1979","Tulane","Washington Redskins","1st","32nd",2002,"QB","2-Jun",225,NA,NA,NA,NA,2013,2013,0,32.5232053,-92.637927
"17232","Ray Ramsey","Ray","Ramsey","Springfield","IL","USA","7/18/1921","Bradley","Chicago Cardinals","10th","82nd",1947,"B","2-Jun",166,"8/25/2009","Springfield","IL",NA,2013,2013,0,42.1014831,-72.589811
"17233","Red Ramsey","Red","Ramsey","Chillicothe","TX","USA","4/9/1911","Texas Tech","Philadelphia Eagles","6th","42nd",1938,"E","Jun-00",196,"4/19/1984","Kaufman County","TX",NA,2013,2013,0,39.3331197,-82.9824019
"17234","Steve Ramsey","Steve","Ramsey","Dallas","TX","USA","4/22/1948","North Texas","New Orleans Saints","5th","126th",1970,"QB","2-Jun",210,"10/15/1999","Meridian","TX",NA,2013,2013,0,32.7766642,-96.7969879
"17235","Tom Ramsey","Tom","Ramsey","Encino","CA","USA","7/9/1961","UCLA","New England Patriots","10th","267th",1983,"QB","1-Jun",189,NA,NA,NA,NA,2013,2013,0,34.1517492,-118.5214282
"17236","Eason Ramson","Eason","Ramson","Sacramento","CA","USA","4/30/1956","Washington St.","Green Bay Packers","12th","312th",1978,"TE","2-Jun",232,NA,NA,NA,NA,2013,2013,0,38.5815719,-121.4943996
"17237","Curtis Randall","Curtis","Randall","Columbus","GA","USA","8/6/1979","Louisiana Tech",NA,NA,NA,NA,"LB","3-Jun",225,NA,NA,NA,NA,2004,2004,0,39.9611755,-82.9987942
"17238","Dennis Randall","Dennis","Randall","Tulsa","OK","USA","7/7/1945","Oklahoma St.","New York Jets","3rd","66th",1967,"DE-DT","7-Jun",250,NA,NA,NA,NA,2004,2004,0,36.1539816,-95.992775
"17239","Greg Randall","Greg","Randall","Galveston","TX","USA","6/23/1978","Michigan St.","New England Patriots","4th","127th",2000,"T","5-Jun",322,NA,NA,NA,NA,2004,2004,0,29.3013479,-94.7976958
"17241","Marcus Randall","Marcus","Randall","Baton Rouge","LA","USA","3/14/1982","LSU",NA,NA,NA,NA,"DB","2-Jun",219,NA,NA,NA,NA,2004,2004,0,30.4514677,-91.1871466
"17242","Tom Randall","Tom","Randall","Mason City","IA","USA","8/3/1956","Iowa St.","Dallas Cowboys","7th","194th",1978,"G","5-Jun",245,NA,NA,NA,NA,2004,2004,0,43.1535728,-93.2010367
"17244","Ervin Randle","Ervin","Randle","Hearne","TX","USA","10/12/1962","Baylor","Tampa Bay Buccaneers","3rd","64th",1985,"LB","1-Jun",250,NA,NA,NA,NA,2004,2004,0,30.8785238,-96.5930258
"17245","John Randle","John","Randle","Hearne","TX","USA","12/12/1967","Texas A&M-Kingsville",NA,NA,NA,NA,"DT-DE","1-Jun",290,NA,NA,NA,NA,2004,2004,0,30.8785238,-96.5930258
"17248","Sonny Randle","Sonny","Randle","Cohasset","VA","USA","1/6/1936","Virginia","Chicago Cardinals","19th","218th",1958,"E-WR","2-Jun",189,NA,NA,NA,NA,2004,2004,0,42.2417675,-70.8036544
"17249","Tate Randle","Tate","Randle","Fredericksburg","TX","USA","8/15/1959","Texas Tech","Miami Dolphins","8th","220th",1982,"DB","Jun-00",202,NA,NA,NA,NA,2004,2004,0,30.2752011,-98.8719843
"17250","Antwaan Randle El","Antwaan","Randle","Riverdale","IL","USA","8/17/1979","Indiana","Pittsburgh Steelers","2nd","62nd",2002,"WR","10-May",192,NA,NA,NA,NA,2004,2004,0,34.7605072,-92.3063885
"17251","Al Randolph","Al","Randolph","East St. Louis","IL","USA","7/8/1944","Iowa","San Francisco 49ers","3rd","37th",1966,"DB","2-Jun",205,NA,NA,NA,NA,2004,2004,0,38.624514,-90.1506465
"17252","Clare Randolph","Clare","Randolph","Chicago","IL","USA","5/2/1907","Indiana",NA,NA,NA,NA,"C-G-LB-E","2-Jun",204,"12/24/1972","Glendale","CA",NA,2004,2004,0,41.8781136,-87.6297982
"17253","Harry Randolph","Harry","Randolph","Dickerson Run","PA","USA","4/10/1900","Bethany (WV)",NA,NA,NA,NA,"HB","11-May",195,"12/3/1957","Harrison","NJ",NA,2004,2004,0,40.0456299,-79.6664287
"17254","Terry Randolph","Terry","Randolph","Brooklyn","NY","USA","7/17/1955","American Int.","Green Bay Packers","11th","290th",1977,"DB","Jun-00",184,NA,NA,NA,NA,2004,2004,0,40.6781784,-73.9441579
"17255","Thomas Randolph","Thomas","Randolph","Norfolk","VA","USA","10/5/1970","Kansas St.","New York Giants","2nd","47th",1994,"DB","9-May",180,NA,NA,NA,NA,2004,2004,0,36.8507689,-76.2858726
"17257","Louis Rankin","Louis","Rankin","Stockton","CA","USA","5/4/1985","Washington",NA,NA,NA,NA,"RB","1-Jun",205,NA,NA,NA,NA,2004,2004,0,37.9577016,-121.2907796
"17258","Walt Rankin","Walt","Rankin","Laverty","OK","USA","1/28/1919","Texas Tech",NA,NA,NA,NA,"QB-FB","11-May",197,"11/7/1993","Lubbock","TX",NA,2004,2004,0,31.5500265,-97.1483609
"17259","Derrick Ransom","Derrick","Ransom","Indianapolis","IN","USA","9/13/1976","Cincinnati","Kansas City Chiefs","6th","181st",1998,"DT","3-Jun",306,NA,NA,NA,NA,2004,2004,0,39.768403,-86.158068
"17260","Keith Ranspot","Keith","Ranspot","Weatherford","TX","USA","12/11/1913","SMU",NA,NA,NA,NA,"E","3-Jun",205,"10/1/1991","Dallas County","TX",NA,2004,2004,0,36.059268,-95.923228
"17261","John Rapacz","John","Rapacz","Rosedale","OH","USA","4/25/1924","West. Michigan","Boston Yanks","3rd","15th",1947,"C-LB","4-Jun",252,"1/2/1991","Midwest City","OK",NA,1948,1954,6,45.01264,-93.1722643
"17262","Bob Rapp","Bob","Rapp","Columbus","OH","USA","1898-02-18","none",NA,NA,NA,NA,"WB-BB-HB-QB","8-May",159,NA,NA,NA,NA,1948,1954,6,39.9611755,-82.9987942
"17263","Herb Rapp","Herb","Rapp","Hamilton","OH","USA","7/21/1905","Xavier (OH)",NA,NA,NA,NA,"C","Jun-00",195,"7/21/1983","Los Altos Hills","CA",NA,1948,1954,6,37.0148298,-95.6156498
"17264","Manny Rapp","Manny","Rapp","Peverly","MO","USA","9/17/1908","St. Louis",NA,NA,NA,NA,"TB-FB","Jun-00",215,"5/17/1965","St. Louis","MO",NA,1948,1954,6,43.052268,-70.7805541
"17265","Walter Rasby","Walter","Rasby","Washington","DC","USA","9/7/1972","Wake Forest",NA,NA,NA,NA,"TE","3-Jun",252,NA,NA,NA,NA,1994,2004,10,47.7510741,-120.7401385
"17266","Am Rascher","Am","Rascher","Cedar Lake","IN","USA","11/3/1908","St. Viator",NA,NA,NA,NA,"T-G","2-Jun",210,"3/6/1988",NA,NA,NA,1994,2004,10,41.3647578,-87.4411473
"17267","Lou Rash","Lou","Rash","Cleveland","MS","USA","6/5/1960","Miss. Valley St.",NA,NA,NA,NA,"DB","9-May",180,NA,NA,NA,NA,1994,2004,10,41.49932,-81.6943605
"17268","Ahmad Rashad","Ahmad","Rashad","Portland","OR","USA","11/19/1949","Oregon","St. Louis Cardinals","1st","4th",1972,"WR","2-Jun",205,NA,NA,NA,NA,1994,2004,10,45.5122308,-122.6587185
"17269","Sha'reff Rashad","Sha'reff","Rashad","Summerville","SC","USA","10/6/1986","Central Florida",NA,NA,NA,NA,"DB","Jun-00",198,NA,NA,NA,NA,1994,2004,10,33.0185039,-80.1756481
"17270","Kenyon Rasheed","Kenyon","Rasheed","Kansas City","MO","USA","8/23/1970","Oklahoma",NA,NA,NA,NA,"FB","10-May",235,NA,NA,NA,NA,1994,2004,10,39.0997265,-94.5785667
"17271","Saleem Rasheed","Saleem","Rasheed","Birmingham","AL","USA","6/15/1981","Alabama","San Francisco 49ers","3rd","69th",2002,"LB","2-Jun",229,NA,NA,NA,NA,1994,2004,10,33.5185892,-86.8103567
"17272","Leo Raskowski","Leo","Raskowski","Cleveland","OH","USA","3/28/1906","Ohio St.",NA,NA,NA,NA,"T","3-Jun",219,"10/31/1952","Vancouver","WA",NA,1994,2004,10,41.49932,-81.6943605
"17273","Rocky Rasley","Rocky","Rasley","Bakersfield","CA","USA","4/27/1947","Oregon St.","Detroit Lions","9th","216th",1969,"G","3-Jun",250,NA,NA,NA,NA,1994,2004,10,35.3732921,-119.0187125
"17274","Kemp Rasmussen","Kemp","Rasmussen","Rochester","MN","USA","5/25/1979","Indiana",NA,NA,NA,NA,"DE","3-Jun",265,NA,NA,NA,NA,1994,2004,10,43.1565779,-77.6088465
"17275","Randy Rasmussen","Randy","Rasmussen","St. Paul","NE","USA","5/10/1945","Nebraska-Kearney","New York Jets","12th","302nd",1967,"G","2-Jun",255,NA,NA,NA,NA,1994,2004,10,44.9537029,-93.0899578
"17276","Randy R. Rasmussen","Randy","R.","Minneapolis","MN","USA","9/27/1960","Minnesota","Pittsburgh Steelers","8th","220th",1984,"C-G","7-Jun",253,NA,NA,NA,NA,1994,2004,10,44.977753,-93.2650108
"17277","Wayne Rasmussen","Wayne","Rasmussen","Chicago","IL","USA","6/7/1942","South Dakota St.","Detroit Lions","9th","117th",1964,"DB","2-Jun",175,NA,NA,NA,NA,1994,2004,10,41.8781136,-87.6297982
"17278","Nick Rassas","Nick","Rassas","Baltimore","MD","USA","1/13/1944","Notre Dame","San Diego Chargers","2nd","16th",1966,"DB","Jun-00",190,NA,NA,NA,NA,1994,2004,10,39.2903848,-76.6121893
"17279","Ed Rate","Ed","Rate","Canton","OH","USA","1899-05-27","Purdue",NA,NA,NA,NA,"BB","9-May",170,"3/31/1990","Hancock County","OH",NA,1923,1923,0,38.3861194,-97.4280895
"17280","Roy Ratekin","Roy","Ratekin","Surface Creek","CO","USA","1899-09-24","Colorado St.",NA,NA,NA,NA,"E","10-May",180,"2/19/1985","Yolo County","CA",NA,1923,1923,0,38.915499,-107.9169172
"17281","Bo Rather","Bo","Rather","Sandusky","OH","USA","10/7/1950","Michigan","Miami Dolphins","4th","104th",1973,"WR","1-Jun",184,NA,NA,NA,NA,1923,1923,0,41.4561754,-82.7116821
"17282","Tom Rathman","Tom","Rathman","Grand Island","NE","USA","10/7/1962","Nebraska","San Francisco 49ers","3rd","56th",1986,"RB","1-Jun",230,NA,NA,NA,NA,1923,1923,0,40.9263957,-98.3420118
"17283","Joe Ratica","Joe","Ratica","Dembo","PA","USA","8/4/1914","St. Vincent",NA,NA,NA,NA,"C-LB","Jun-00",205,"10/21/1942",NA,NA,NA,1923,1923,0,32.875668,-117.210278
"17284","Brian Ratigan","Brian","Ratigan","Council Bluffs","IA","USA","12/27/1970","Notre Dame",NA,NA,NA,NA,"LB","4-Jun",241,NA,NA,NA,NA,1923,1923,0,41.2619444,-95.8608333
"17285","Ray Ratkowski","Ray","Ratkowski","New York","NY","USA","11/10/1939","Notre Dame","Boston Patriots","17th","130th",1961,"HB","Jun-00",195,NA,NA,NA,NA,1923,1923,0,40.7127753,-74.0059728
"17287","Don Ratliff","Don","Ratliff","Baltimore","MD","USA","7/18/1950","Maryland",NA,NA,NA,NA,"DE","5-Jun",250,NA,NA,NA,NA,1923,1923,0,39.2903848,-76.6121893
"17288","Jay Ratliff","Jay","Ratliff","St. Petersburg","FL","USA","8/29/1981","Auburn","Dallas Cowboys","7th","224th",2005,"DE","4-Jun",293,NA,NA,NA,NA,1923,1923,0,59.9342802,30.3350986
"17289","Keiwan Ratliff","Keiwan","Ratliff","Youngstown","OH","USA","4/19/1981","Florida","Cincinnati Bengals","2nd","49th",2004,"DB","11-May",185,NA,NA,NA,NA,1923,1923,0,41.0997803,-80.6495194
"17290","Tim Rattay","Tim","Rattay","Elyria","OH","USA","3/15/1977","Louisiana Tech","San Francisco 49ers","7th","212th",2000,"QB","Jun-00",200,NA,NA,NA,NA,1923,1923,0,41.3683798,-82.1076486
"17291","Fred Ratterman","Fred","Ratterman","Cincinnati","OH","USA","8/9/1912","Michigan",NA,NA,NA,NA,"HB","9-May",160,"3/6/1988","Cincinnati","OH",NA,1923,1923,0,39.1031182,-84.5120196
"17292","George Ratterman","George","Ratterman","Cincinnati","OH","USA","11/12/1926","Notre Dame","Boston Yanks","16th","139th",1948,"QB","Jun-00",192,"11/3/2007","Centennial","CO",NA,1923,1923,0,39.1031182,-84.5120196
"17294","Dick Rauch","Dick","Rauch","Harrisburg","PA","USA","1893-07-15","Penn St.",NA,NA,NA,NA,"C-G-T","9-May",178,"10/9/1970","Harrisburg","PA",NA,2012,2012,0,40.2731911,-76.8867008
"17295","John Rauch","John","Rauch","Philadelphia","PA","USA","8/20/1927","Georgia","Detroit Lions","1st","2nd",1949,"QB-DB","1-Jun",195,"6/10/2008","Oldsmar","FL",NA,2012,2012,0,39.9525839,-75.1652215
